,ID,SharePointID,ProjectColor,ProjectName,ProjectType,CreateDate,CreatedBy,PlanStartDate,PlanFinishDate,StatusDate,ProjectDescription,DollarAmount,Status,WorkPerformedFor,RefrenceNumber,ProjectStage,CancelationReason,BuyerName,Hours,SensitivityIndicator,Division_x,SourcingCategory,ActualFinishDate,Unit,SLA,Planned,SolicitationStatus,LastUpdatedBy,LastUpdateDate,LastUpdatedField,CategoryID_x,FedReview,ITComponent,SolicitationNum,Grouping,CommodityCategory,SizeOfSpend,MultiAgency,BusinessProcessImpact,TechChange,PublicSafety,MarketRisk,Sensitivity,Leveragability,BuyerInitials,Score,LevelCalc,Division_y,CategoryID_y
1227,11264,11264,Green,190000000897 - KL&A - Treasury Revenue Sharing & Personal Property Tax System,CN,2021-01-25,BronzJ,2021-01-26,2021-04-06,2021-02-01,Add funds,147333.0,CN sent to Agency and Agency Services for approval 2/1.,271,GR# 210000000858,Complete,0.0,MJ7,0.0,False,IT,"Systems, Financial",2021-02-03,0.0,50,No,N/A,MayJ,2021-02-03 10:05:48,", Dollar Amount, Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1228,11281,11281,Green,071B3200115 - SAP MAINT. TRAINING & CONSULTING,CN,2021-01-28,BronzJ,2021-01-29,2021-04-09,2021-02-26,Add funds for maintenance and support on new SAP licenses being purchased for Treasury's Legacy Modernization project (aka IIT-GAL-Collections).,3229552.0,"CN 12 signed by vendor 2/12
Ad Board 2/16 - Approved
Awaiting Treasury and CP approval for SOM signature.
CN Completed 2/26",271,GR# 210000000879,Complete,0.0,MJ7,0.0,False,IT,"Systems, Financial",2021-02-26,0.0,50,No,N/A,MayJ,2021-02-26 17:12:16,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1229,11312,11312,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2021-02-12,BronzJ,2021-02-15,2021-04-26,2021-03-08,Add SOW and funding to contract.,26875.0,CN 12 sent to Vendor for signature 3/1.,271,GR# 210000001028,Complete,0.0,MJ7,0.0,False,IT,"Systems, Financial",2021-03-08,0.0,50,No,N/A,MayJ,2021-03-08 15:24:49,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1230,11324,11324,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2021-02-17,BronzJ,2021-02-18,2021-04-28,2021-03-08,Add SOW revises CN 4 and extends the end date of the project.,0.0,Change Notice 13 sent to Vendor for signature 3/1.,271,GR# 210000001085,Complete,0.0,MJ7,0.0,False,IT,"Systems, Financial",2021-03-08,0.0,50,No,N/A,MayJ,2021-03-08 15:29:50,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1231,11342,11342,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2021-02-24,BronzJ,2021-02-25,2021-05-05,2021-02-26,Year End Enhancements SOW and funds,571950.0,Change Notice 11 sent to vendor for signature 2/26/21.,271,GR# 210000001151,Complete,0.0,MJ7,0.0,False,IT,"Systems, Financial",2021-03-01,0.0,50,No,N/A,MayJ,2021-03-01 08:36:04,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1232,11364,11364,Green,071B4300128 - Nelnet Servicing LLC - Student Financial Aid System,CN,2021-03-03,BronzJ,2021-03-04,2021-05-12,2021-03-29,Add SOW and funds,62500.0,"CN 8 sent to vendor for signature.
Ad Board not required",271,GR# 210000001186,Complete,0.0,MJ7,0.0,False,IT,"Systems, Financial",2021-04-02,0.0,50,No,N/A,MayJ,2021-04-02 08:18:22,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1233,11384,11384,Green,071B1300146 - HTC Global - Maintenance and Support,CN,2021-03-12,BronzJ,2021-03-08,2021-05-21,2021-03-26,Enhance the Electronic Grants Management,143150.0,3/26/2021 - CN 17 completed on 3/19/2021.,491,GR# 210000001242,Complete,0.0,MW,,False,IT,"Systems, Financial",2021-03-19,,50,No,N/A,weissM,2021-03-26 10:54:22,", Project Stage",250.0,False,True,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1234,11415,11415,Green,071B3200115 - SAP -  SAP Maint. Training & Consulting,CN,2021-03-19,BronzJ,2021-03-22,2021-05-28,2021-03-24,Add funds to the PO for the SAP contract to support address cleansing for five years.,117855.0,Change notice in process,271,GR# 210000001246,Canceled,5.0,MJ7,,False,IT,"Systems, Financial",,,50,No,N/A,MayJ,2021-03-29 08:23:04,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1235,11421,11421,Green,190000000897 - KL&A - Treasury Revenue Sharing & Personal Property Tax System,CN,2021-03-23,BronzJ,2021-03-24,2021-06-02,2021-03-29,"Revise project schedule and add $93,600",93600.0,"CN 3 sent to vendor for signature.
Ad Board not required",271,GR# 210000001256,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-03-30,,50,No,N/A,MayJ,2021-03-30 07:47:00,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1236,11519,11519,Green,071B1300170 - SAP - SAP Maint. Training & Consulting,CN,2021-04-08,BronzJ,2021-04-09,2021-06-18,2021-04-19,Addition of the attached SOW for the G2 Design Services.  Zero cost change.,0.0,CN 15 sent to vendor for signature 4/15,271,GR# 210000001422,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-04-21,,50,No,N/A,MayJ,2021-04-21 08:11:39,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1237,11520,11520,Green,180000001266 - Intuition College Savings Solutions - Student Financial Services System (MET),CN,2021-04-08,BronzJ,2021-04-09,2021-06-18,2021-05-11,Add SOW for enhancements and funds,75000.0,"CN 3 sent to Vendor for signature.
Ad Board not required",271,GR# 210000001427,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-05-11,,50,No,N/A,MayJ,2021-05-11 08:25:56,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1238,11533,11533,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2021-04-14,BronzJ,2021-04-15,2021-06-24,2021-04-21,Add DWT-229 SAP Data Warehouse Payment Tables SOW and funds,45830.0,CN sent to vendor.,271,GR# 210000001506,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-04-21,,50,No,N/A,MayJ,2021-04-21 19:01:39,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1239,11598,11598,Green,071B1300146 - HTC Global - Maintenance and Support,CN,2021-05-05,BronzJ,2021-05-06,2021-07-16,2021-08-19,Update terms and exercise option year.  Contract expires 9/30/2021,0.0,8/19/2021 - CN 18 completed on 8/17/2021.,001,GR# 210000001665,Complete,0.0,MW,,False,IT,"Systems, Financial",2021-08-17,,50,No,N/A,weissM,2021-08-19 13:09:01,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1240,11616,11616,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2021-05-11,BronzJ,2021-05-12,2021-07-22,2021-05-12,SOW 004-2020 for MTO Angular Upgrade,40000.0,CN 15 sent to agency for approval.,271,GR# 210000001704,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-05-12,,50,No,N/A,MayJ,2021-05-12 13:21:37,", Dollar Amount, Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1241,11674,11674,Green,"071B4300137 - CGI - ERP Hosting, Managed Services",CN,2021-05-26,BronzJ,2021-05-19,2021-08-06,2021-05-27,Move the dedicated communication circuit used to communicate between CGI's hosting center and Comerica's hosting center in order to issue payments.  Add funds.,105773.0,5/27/2021 - CN 15 completed on 5/27/2021.,171,GR# 210000001828,Complete,0.0,MW,,False,IT,"Systems, Financial",2021-05-27,,50,No,N/A,weissM,2021-05-27 10:25:28,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1242,11696,11696,Green,071B7700121 - Fast - Add SOW for Payment modernaization,CN,2021-06-04,baldwins,2021-06-04,2021-08-13,2021-06-23,"Add SOW for CARS programming to support the SOS Branch Payment Modernization project. 
* Add $300,000 to contract",300000.0,"6/23/2021, Completed.",231,GR 171-210000001949,Complete,0.0,CM1,12.0,False,IT,"Systems, Financial",2021-06-23,,50,No,N/A,martinC,2021-06-23 08:58:09,", Status, Status Date, Actual Finish Date, Project Stage",250.0,False,True,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1243,11750,11750,Green,180000001266 - Intuition College Savings Solutions - Student Financial Services System (MET),CN,2021-06-25,BronzJ,2021-06-28,2021-09-07,2021-08-23,"Add additional contract language, AG will need to review.",0.0,Reviewed by AG. It has been determined that this additional contract language will not be added.,271,GR# 210000002137,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-08-24,,50,No,N/A,MayJ,2021-08-24 07:43:58,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1244,11763,11763,Green,071B4300002 - UNISYS - Remittance Processor Development,CN,2021-06-30,baldwins,2021-06-30,2021-09-09,2021-07-14, Unisys / MA 071B4300002 / Add Funds / ICL File Regeneration,4000.0,7/14/2021 - CN 13 completed on 7/1/2021.,231,GR 171-210000002176,Complete,0.0,MW,12.0,False,IT,"Systems, Financial",2021-07-01,,50,No,N/A,weissM,2021-07-14 13:41:36,", Project Stage",250.0,False,True,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1245,11771,11771,Green,190000000897 - KL&A - Treasury Revenue Sharing & Personal Property Tax System,CN,2021-07-06,BronzJ,2021-07-07,2021-09-15,2021-08-09,Add SOW and funding,1013100.0,"CN 5 sent to vendor for signature
Ad Board 8/10/21",271,GR# 210000002150,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-08-11,,50,No,N/A,MayJ,2021-08-11 08:24:28,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1246,11772,11772,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2021-07-06,BronzJ,2021-07-07,2021-09-15,2021-07-20,"ESA being added, other lines being adjusted down.",0.0,Change Notice 16 sent to vendor for signature. Reminder sent 7/20.,271,GR# 210000002188,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-07-22,,50,No,N/A,MayJ,2021-07-22 08:59:51,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1247,11807,11807,Green,071B1300072 - Agate - Intelligrants Maintenance replacement,CN,2021-07-13,BronzJ,2021-07-14,2021-09-22,2021-09-09,Contract expires 9/30/2021.  Take option year.,1314799.0,9/9/2021 - CN 32 completed on 9/9/2021,001,GR 171-210000002644,Complete,0.0,MW,,False,IT,"Systems, Financial",2021-09-09,,50,No,N/A,weissM,2021-09-09 10:55:32,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1248,11814,11814,Green,071B1300072 - Agate - Intelligrants Maintenance replacement,CN,2021-07-14,BronzJ,2021-07-15,2021-09-23,2021-07-27,MSP 1071. Add FY2021 NHTSA Certifications and Assurances language to the contract.,0.0,7/27/2021 - CN 31 completed on 7/22.,551,GR# 210000002312,Complete,0.0,MW,,False,IT,"Systems, Financial",2021-07-22,,50,No,N/A,weissM,2021-07-27 11:29:51,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1249,11819,11819,Green,071B1300146 - HTC Global - Maintenance and Support,CN,2021-07-16,BronzJ,2021-06-02,2021-09-27,2021-08-19,Add electronic Grant Management solution for MVAA.  Add SOW and funds,139000.0,8/19/2021 - CN 18 completed on 8/17/2021.,171,GR# 210000002343,Complete,0.0,MW,,False,IT,"Systems, Financial",2021-08-17,,50,No,N/A,weissM,2021-08-19 13:10:17,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1250,11820,11820,Green,071B1300072 - Agate - Intelligrants Maintenance replacement,CN,2021-07-16,BronzJ,2021-07-19,2021-09-27,2021-07-16,Upgrade t he MATT & MATT 2.0 applications for MSHDA.  Add SOW and funds.,0.0,Assigned to Analyst,635,GR# 210000001662,Canceled,3.0,MW,,False,IT,"Systems, Financial",,,50,No,N/A,weissM,2021-07-27 11:30:45,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1251,11835,11835,Green,071B1300146 - HTC Global - Maintenance and Support,CN,2021-07-23,BronzJ,2021-06-23,2021-10-04,2021-08-19,Add SOW and funds - 	DHHS STI / HIV Operational Assessment Reporting System (SHOARS),52875.0,8/19/2021 - CN 18 completed on 8/17/2021.,491,GR# 210000002288,Complete,0.0,MW,,False,IT,"Systems, Financial",2021-08-17,,50,No,N/A,weissM,2021-08-19 13:11:37,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1252,11864,11864,Green,071B1300185 - First Data - CEPAS,CN,2021-08-03,BronzJ,2021-08-04,2021-08-31,2021-08-30,"Extend contract to 12/31/2021, while ULE is being negotiated.",425000.0,"CN sent to vendor for signature.
Approved at 8/24 Ad Board meeting.",271,GR# 210000002418,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-08-30,,50,No,N/A,MayJ,2021-08-30 15:35:11,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1253,11873,11873,Green,071B1300146 - HTC Global - Maintenance and Support,CN,2021-08-06,BronzJ,2021-08-09,2021-10-18,2021-08-19,Add SOW and funding - CVCRM – Victim Services CRM System (MDHHS-ENT-Victim Services CRM System),76219.0,8/19/2021 - CN 18 completed on 8/17/2021.,491,GR# 210000002385,Complete,0.0,MW,,False,IT,"Systems, Financial",2021-08-17,,50,No,N/A,weissM,2021-08-19 13:19:14,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1254,11883,11883,Green,071B1300146 - HTC Global - Maintenance and Support,CN,2021-08-10,BronzJ,2021-08-11,2021-10-20,2021-08-19,Add funding to contract for MIDC's FY renewal,70500.0,8/19/2021 - CN 18 completed on 8/17/2021.,001,GR# 210000002500,Complete,0.0,MW,,False,IT,"Systems, Financial",2021-08-17,,50,No,N/A,weissM,2021-08-19 13:20:18,", Actual Finish Date, Status Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1255,11884,11884,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2021-08-10,BronzJ,2021-08-11,2021-10-20,2021-08-19,"See attached updated SOW 004-2020 For MTO Angular Upgrade, updating CN 6.",0.0,CN 17 sent to vendor for signature,271,GR# 210000002507,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-08-19,,50,No,N/A,MayJ,2021-08-19 15:09:11,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1256,11886,11886,Green,071B1300146 - HTC Global - Maintenance and Support,CN,2021-08-10,BronzJ,2021-08-11,2021-10-20,2021-08-19,"Enterprise, HTC EGrAMS FY22 Option Yr, for MDHHS",343350.0,8/19/2021 - CN 18 completed on 8/17/2021.,001,GR# 210000002458,Complete,0.0,MW,,False,IT,"Systems, Financial",2021-08-17,,50,No,N/A,weissM,2021-08-19 13:21:17,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1257,11905,11905,Green,210000000604 - Deloitte Consulting LLC - IIT/GAL/COLLECTIONS,CN,2021-08-16,BronzJ,2021-08-17,2021-10-26,2021-09-07,"Extnesion of eServices production support (with reference to Option 2), plewase see SOW",1005837.0,"CN 1 signed by vendor
Sent to Ad Board 8/13 for 9/7 meeting",271,GR# 210000002559,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-09-07,,50,No,N/A,MayJ,2021-09-07 14:00:33,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1258,11941,11941,Green,071B7700175 - FAST - Motor Fuel and Tobacco Tax System,CN,2021-08-25,BronzJ,2021-08-25,2021-11-04,2021-08-25,Extend contract 2 month while terms are being negotiated.,150000.0,CN complete,271,GR# 210000002569,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-08-25,,50,No,N/A,MayJ,2021-08-25 17:07:23,", Dollar Amount, Start Date, Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1259,11974,11974,Green,071B1300034 - Optum Government Solutions - Treasury Eskort Maintenance & Support,CN,2021-09-07,BronzJ,2021-09-08,2021-11-17,2021-09-15,Update subcontractor,0.0,CN 13 sent to vendor for signature 9/15.,271,GR# 210000001059,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-09-16,,50,No,N/A,MayJ,2021-09-16 10:07:36,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1260,12075,12075,Green,180000000205 - SAP - SAP NS2 Secure HANA Cloud PaaS,CN,2021-10-08,BronzJ,2021-10-11,2021-12-22,2021-10-18,Add licenses and funding to contract.,34902.23,"It has been determined that this CN belongs under contract 18*205 instead.
Agency in the process of creating new GR.",271,GR# 220000000043,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-10-21,,50,No,N/A,MayJ,2021-10-21 08:12:02,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1261,12118,12118,Green,071B1300072 - Agate - Intelligrants Maintenance replacement,CN,2021-10-14,BronzJ,2021-10-14,2021-12-30,2021-10-29,Add SOW.  Zero cost change.,0.0,10/29/2021 - CN 23 completed on 10/18/2021.,001,GR# 220000000068,Complete,0.0,MW,,False,IT,"Systems, Financial",2021-10-18,,50,No,N/A,weissM,2021-10-29 16:40:40,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1262,12147,12147,Green,"180000000803 - Broadridge Output Solutions, Inc. - Treasury Investment Accounting and Portfolio Manag",CN,2021-10-25,BronzJ,2021-10-26,2022-01-12,2021-11-09,Update State PM to Karen Stout,0.0,"CN 1 sent to vendor for signature
Reminder email sent 11/9",271,GR# 220000000154,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-11-09,,50,No,N/A,MayJ,2021-11-09 15:58:47,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1263,12161,12161,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2021-10-26,BronzJ,2021-10-27,2022-01-13,2021-10-26,Add SOW for TP-510 € Flow Through Entity Tax Phase 1-3 and add funds.,2275033.0,CN signed 10/28,271,GR# 220000000183,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-10-28,,50,No,N/A,MayJ,2021-10-28 10:55:13,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1264,12213,12213,Green,071B1300072 - Agate - Intelligrants Maintenance replacement,CN,2021-11-15,BronzJ,2021-11-16,2022-02-01,2021-12-16,Add funds and SOW for MDE,0.0,2/2/22- CN 34 completed on 2/2/22,001,GR# 220000000270,Complete,0.0,RSS,,False,IT,"Systems, Financial",2022-02-02,,50,No,N/A,romeinS,2022-02-02 14:40:12,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1265,12234,12234,Green,Michigan Education Trust (MET) Application RFP,C-RFP,2021-11-23,BronzJ,2021-12-01,2022-07-25,2022-03-28,This is the initial request for an RFP for software services and hosting of the Michigan Education Trust (MET) application.,2000000.0,"RFP Issue Date: 	3/14/2022
Deadline for Bidder to Submit Questions: 	3/28/2022
Date the State will Post Answers to Bidder Question: 	4/1/2022
Deadline to Submit Proposals: 	4/11/2022
Anticipated Contract Begin Date: 	10/1/2022",271,RQNIT1# 220000000453,Active,0.0,MJ7,,False,IT,"Systems, Financial",,,180,No,New Bid,MayJ,2022-03-27 18:10:42,", Status, Status Date",250.0,True,False,220000001589,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1266,12277,12277,Green,"071B4300137 - CGI - ERP Hosting, Managed Services",CN,2021-12-06,BronzJ,2021-12-07,2022-02-18,2021-12-16,SIGMA 4x Upgrade Payment Schedule Table,0.0,12/16/2021 - CN 16 completed on 12/16/2021,171,GR# 220000000351,Complete,0.0,MW,,False,IT,"Systems, Financial",2021-12-16,,50,No,N/A,weissM,2021-12-16 15:12:15,", Status Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1267,12346,12346,Green,210000000604 - Deloitte Consulting LLC - IIT/GAL/COLLECTIONS,CN,2021-12-20,weissM,2021-12-21,2022-03-06,2021-12-28,$0 Change Notice updates several sections of the services Deloitte Consulting will provide for the MiTreas Modernization Project,0.0,CN 2 complete,271,GR #220000000551,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2022-01-03,,50,No,N/A,MayJ,2022-01-03 07:43:54,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1268,12347,12347,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2021-12-21,BronzJ,2021-12-22,2022-03-07,2021-12-28,Add attached SOW for Adobe forms to ABAP Web Dynpro SOW and funds.,474000.0,CN 19 sent to vendor for signature.,271,GR# 220000000548,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2021-12-28,,50,No,N/A,MayJ,2021-12-28 15:23:45,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1269,12374,12374,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2022-01-11,BronzJ,2022-01-12,2022-03-22,2022-01-24,Add SOW for design new form for HPC Taxpayer can use to claim Historical Prevention credit and funds.,430000.0,"CN 20 sent to vendor for signature
New Ad Board request not required.",271,GR# 220000000682,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2022-01-27,,50,No,N/A,MayJ,2022-01-27 08:21:08,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1270,12375,12375,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2022-01-11,BronzJ,2022-01-12,2022-03-22,2022-01-24,Add SOW for TP-517 Fix DETI UPE Calc and functionality - Address long-standing UPE tickets for issues discovered in recent years,173860.0,"CN 21 sent to vendor for signature.
New Ad Board request not required.",271,GR# 220000000688,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2022-01-27,,50,No,N/A,MayJ,2022-01-27 08:19:58,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1271,12414,12414,Green,MSP EMGrants ITN,ITN,2022-01-25,BronzJ,2022-01-26,2022-08-05,2022-03-23,"ITN for a Grant Management System from a company called MB3, Inc. dba Civix",0.0,"JEC is developing contract, performing background checks and obtaining risk assessment.",551,RQNIT1# 220000000914,Active,0.0,JAB,,False,IT,"Systems, Financial",,,138,No,New Bid,barronj1,2022-03-23 09:13:34,,250.0,False,False,ITN# 220000000026,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1272,12423,12423,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2022-01-26,BronzJ,2022-01-27,2022-04-06,2022-02-08,Change Notice to update Pub 1075 Exhibit 7 Language.,0.0,CN 22 sent to vendor for signature 2/1,271,GR# 220000000835,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2022-02-08,,50,No,N/A,MayJ,2022-02-08 15:26:37,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1273,12441,12441,Green,210000000604 - Deloitte Consulting LLC - IIT/GAL/COLLECTIONS,CN,2022-01-28,BronzJ,2022-01-31,2022-04-08,2022-02-01,Update Pub 1075 Exhibit 7 Language,0.0,CN 3 sent to vendor for signature 2/1,271,GR# 220000000881,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2022-02-01,,50,No,N/A,MayJ,2022-02-01 14:12:53,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1274,12451,12451,Green,071B1300034 - Optum Government Solutions - Treasury Eskort Maintenance & Support,CN,2022-02-01,BronzJ,2022-02-02,2022-04-13,2022-03-28,Update Pub 1075 Exhibit 7 Language.,0.0,"CN 14 sent to vendor for signature 2/16/22. 
Vendor sent back redlines. 
AG assinged. Currently being reviewed by Treasury’s Tax Compliance bureau and Privacy and Security Officer.",271,GR# 220000000907,Active,0.0,MJ7,,False,IT,"Systems, Financial",,,50,No,N/A,MayJ,2022-03-27 18:52:24,", Status Date",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1275,12452,12452,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2022-02-01,BronzJ,2022-02-02,2022-04-13,2022-02-08,Move 251 onshores from Business Tax portion of the SOW to work on M&O and for supporting DW payment Rewrite enhancement.,0.0,CN 23 sent to vendor for signature 2/2/22.,271,GR# 220000000911,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2022-02-08,,50,No,N/A,MayJ,2022-02-08 15:24:59,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
